"input_id","run","biosample","bioproject","organism"
"ERR363589","                                <Run acc=""ERR363589"" total_spots=""2794668"" total_bases=""558933600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR349891","                                <Run acc=""ERR349891"" total_spots=""1961707"" total_bases=""392341400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661231","                                <Run acc=""SRR1661231"" total_spots=""677461"" total_bases=""330799380"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827115","                                <Run acc=""SRR5827115"" total_spots=""717767"" total_bases=""210809561"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191734","                                <Run acc=""ERR191734"" total_spots=""2027457"" total_bases=""405491400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223686","                                <Run acc=""ERR223686"" total_spots=""2161666"" total_bases=""432333200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661175","                                <Run acc=""SRR1661175"" total_spots=""891634"" total_bases=""444570887"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223692","                                <Run acc=""ERR223692"" total_spots=""3112054"" total_bases=""622410800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827111","                                <Run acc=""SRR5827111"" total_spots=""612640"" total_bases=""180189333"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223649","                                <Run acc=""ERR223649"" total_spots=""1698470"" total_bases=""339694000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661213","                                <Run acc=""SRR1661213"" total_spots=""717442"" total_bases=""357245153"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191773","                                <Run acc=""ERR191773"" total_spots=""2541120"" total_bases=""508224000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661165","                                <Run acc=""SRR1661165"" total_spots=""756913"" total_bases=""437455311"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222902","                                <Run acc=""ERR222902"" total_spots=""2142538"" total_bases=""428507600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827090","                                <Run acc=""SRR5827090"" total_spots=""571734"" total_bases=""168407432"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191803","                                <Run acc=""ERR191803"" total_spots=""4055685"" total_bases=""811137000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350030","                                <Run acc=""ERR350030"" total_spots=""1633858"" total_bases=""326771600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223681","                                <Run acc=""ERR223681"" total_spots=""2434806"" total_bases=""486961200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449502","                                <Run acc=""ERR449502"" total_spots=""1702877"" total_bases=""340575400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363613","                                <Run acc=""ERR363613"" total_spots=""2121712"" total_bases=""424342400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350019","                                <Run acc=""ERR350019"" total_spots=""1847908"" total_bases=""369581600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827305","                                <Run acc=""SRR5827305"" total_spots=""898290"" total_bases=""259817365"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827296","                                <Run acc=""SRR5827296"" total_spots=""689053"" total_bases=""202568005"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363586","                                <Run acc=""ERR363586"" total_spots=""2411837"" total_bases=""482367400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827334","                                <Run acc=""SRR5827334"" total_spots=""817821"" total_bases=""235765096"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449497","                                <Run acc=""ERR449497"" total_spots=""1793353"" total_bases=""358670600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827020","                                <Run acc=""SRR5827020"" total_spots=""821523"" total_bases=""239654354"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222897","                                <Run acc=""ERR222897"" total_spots=""1907428"" total_bases=""381485600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827030","                                <Run acc=""SRR5827030"" total_spots=""743408"" total_bases=""220404852"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827211","                                <Run acc=""SRR5827211"" total_spots=""595389"" total_bases=""173177299"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827260","                                <Run acc=""SRR5827260"" total_spots=""662148"" total_bases=""181698021"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363593","                                <Run acc=""ERR363593"" total_spots=""2456649"" total_bases=""491329800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827280","                                <Run acc=""SRR5827280"" total_spots=""772357"" total_bases=""221267251"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR349959","                                <Run acc=""ERR349959"" total_spots=""2117595"" total_bases=""423519000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388280","                                <Run acc=""ERR388280"" total_spots=""1970428"" total_bases=""394085600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363591","                                <Run acc=""ERR363591"" total_spots=""2841817"" total_bases=""568363400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350034","                                <Run acc=""ERR350034"" total_spots=""1759906"" total_bases=""351981200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388422","                                <Run acc=""ERR388422"" total_spots=""2303263"" total_bases=""460652600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350038","                                <Run acc=""ERR350038"" total_spots=""1715034"" total_bases=""343006800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661331","                                <Run acc=""SRR1661331"" total_spots=""459345"" total_bases=""276206451"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222902","                                <Run acc=""ERR222902"" total_spots=""2142538"" total_bases=""428507600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827364","                                <Run acc=""SRR5827364"" total_spots=""957442"" total_bases=""269370341"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388379","                                <Run acc=""ERR388379"" total_spots=""2154708"" total_bases=""430941600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR6238585","                                <Run acc=""SRR6238585"" total_spots=""639121"" total_bases=""351830155"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR349921","                                <Run acc=""ERR349921"" total_spots=""2236705"" total_bases=""447341000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR485170","                                <Run acc=""ERR485170"" total_spots=""3008145"" total_bases=""601629000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827376","                                <Run acc=""SRR5827376"" total_spots=""674979"" total_bases=""199052868"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661319","                                <Run acc=""SRR1661319"" total_spots=""547730"" total_bases=""329354328"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388395","                                <Run acc=""ERR388395"" total_spots=""1954713"" total_bases=""390942600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388396","                                <Run acc=""ERR388396"" total_spots=""2334373"" total_bases=""466874600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363594","                                <Run acc=""ERR363594"" total_spots=""2515101"" total_bases=""503020200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350022","                                <Run acc=""ERR350022"" total_spots=""1620097"" total_bases=""324019400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223616","                                <Run acc=""ERR223616"" total_spots=""2620162"" total_bases=""524032400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350041","                                <Run acc=""ERR350041"" total_spots=""1623443"" total_bases=""324688600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR502238","                                <Run acc=""ERR502238"" total_spots=""2194673"" total_bases=""438934600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449481","                                <Run acc=""ERR449481"" total_spots=""2017310"" total_bases=""403462000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827092","                                <Run acc=""SRR5827092"" total_spots=""1132878"" total_bases=""335457328"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827037","                                <Run acc=""SRR5827037"" total_spots=""682611"" total_bases=""200743672"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388299","                                <Run acc=""ERR388299"" total_spots=""2186832"" total_bases=""437366400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827322","                                <Run acc=""SRR5827322"" total_spots=""630722"" total_bases=""186365361"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191749","                                <Run acc=""ERR191749"" total_spots=""2427046"" total_bases=""485409200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222923","                                <Run acc=""ERR222923"" total_spots=""2749094"" total_bases=""549818800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827318","                                <Run acc=""SRR5827318"" total_spots=""993241"" total_bases=""287045312"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388350","                                <Run acc=""ERR388350"" total_spots=""1777915"" total_bases=""355583000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661193","                                <Run acc=""SRR1661193"" total_spots=""338444"" total_bases=""203434426"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191810","                                <Run acc=""ERR191810"" total_spots=""1912724"" total_bases=""382544800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR969380","                                <Run acc=""SRR969380"" total_spots=""4969667"" total_bases=""474968897"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388432","                                <Run acc=""ERR388432"" total_spots=""1747074"" total_bases=""349414800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191802","                                <Run acc=""ERR191802"" total_spots=""4425751"" total_bases=""885150200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827372","                                <Run acc=""SRR5827372"" total_spots=""709847"" total_bases=""210090175"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827404","                                <Run acc=""SRR5827404"" total_spots=""699059"" total_bases=""206697180"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388313","                                <Run acc=""ERR388313"" total_spots=""1957831"" total_bases=""391566200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661320","                                <Run acc=""SRR1661320"" total_spots=""567537"" total_bases=""341250564"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR349934","                                <Run acc=""ERR349934"" total_spots=""2287151"" total_bases=""457430200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR969382","                                <Run acc=""SRR969382"" total_spots=""5090240"" total_bases=""259602240"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827317","                                <Run acc=""SRR5827317"" total_spots=""1244974"" total_bases=""368593633"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449469","                                <Run acc=""ERR449469"" total_spots=""2131805"" total_bases=""426361000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223626","                                <Run acc=""ERR223626"" total_spots=""1968549"" total_bases=""393709800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223642","                                <Run acc=""ERR223642"" total_spots=""1708152"" total_bases=""341630400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827064","                                <Run acc=""SRR5827064"" total_spots=""602693"" total_bases=""176049477"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363592","                                <Run acc=""ERR363592"" total_spots=""2446208"" total_bases=""489241600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827142","                                <Run acc=""SRR5827142"" total_spots=""583546"" total_bases=""173136754"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR352755","                                <Run acc=""ERR352755"" total_spots=""1833006"" total_bases=""366601200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363639","                                <Run acc=""ERR363639"" total_spots=""2156409"" total_bases=""431281800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR349990","                                <Run acc=""ERR349990"" total_spots=""1587381"" total_bases=""317476200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR349928","                                <Run acc=""ERR349928"" total_spots=""2441232"" total_bases=""488246400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449459","                                <Run acc=""ERR449459"" total_spots=""2017522"" total_bases=""403504400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661317","                                <Run acc=""SRR1661317"" total_spots=""611542"" total_bases=""367715943"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191799","                                <Run acc=""ERR191799"" total_spots=""2578793"" total_bases=""515758600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222897","                                <Run acc=""ERR222897"" total_spots=""1907428"" total_bases=""381485600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222906","                                <Run acc=""ERR222906"" total_spots=""2421573"" total_bases=""484314600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661224","                                <Run acc=""SRR1661224"" total_spots=""921107"" total_bases=""303868150"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827172","                                <Run acc=""SRR5827172"" total_spots=""605906"" total_bases=""177153857"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222924","                                <Run acc=""ERR222924"" total_spots=""2012979"" total_bases=""402595800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR352694","                                <Run acc=""ERR352694"" total_spots=""1767964"" total_bases=""353592800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827104","                                <Run acc=""SRR5827104"" total_spots=""667229"" total_bases=""196221456"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827080","                                <Run acc=""SRR5827080"" total_spots=""760843"" total_bases=""224513180"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827391","                                <Run acc=""SRR5827391"" total_spots=""990030"" total_bases=""293118460"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191821","                                <Run acc=""ERR191821"" total_spots=""2304310"" total_bases=""460862000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350046","                                <Run acc=""ERR350046"" total_spots=""1695934"" total_bases=""339186800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388386","                                <Run acc=""ERR388386"" total_spots=""1959716"" total_bases=""391943200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827359","                                <Run acc=""SRR5827359"" total_spots=""1072319"" total_bases=""313182838"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191825","                                <Run acc=""ERR191825"" total_spots=""2827121"" total_bases=""565424200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827347","                                <Run acc=""SRR5827347"" total_spots=""600306"" total_bases=""177651724"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827086","                                <Run acc=""SRR5827086"" total_spots=""1434687"" total_bases=""388749666"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827188","                                <Run acc=""SRR5827188"" total_spots=""862336"" total_bases=""250483982"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661266","                                <Run acc=""SRR1661266"" total_spots=""579077"" total_bases=""348208580"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388361","                                <Run acc=""ERR388361"" total_spots=""1715278"" total_bases=""343055600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363602","                                <Run acc=""ERR363602"" total_spots=""2261803"" total_bases=""452360600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350003","                                <Run acc=""ERR350003"" total_spots=""1861443"" total_bases=""372288600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827021","                                <Run acc=""SRR5827021"" total_spots=""631444"" total_bases=""184406682"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661291","                                <Run acc=""SRR1661291"" total_spots=""416405"" total_bases=""250385786"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222922","                                <Run acc=""ERR222922"" total_spots=""1365239"" total_bases=""273047800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR352734","                                <Run acc=""ERR352734"" total_spots=""1915818"" total_bases=""383163600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223677","                                <Run acc=""ERR223677"" total_spots=""2020077"" total_bases=""404015400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223671","                                <Run acc=""ERR223671"" total_spots=""1784650"" total_bases=""356930000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661283","                                <Run acc=""SRR1661283"" total_spots=""639738"" total_bases=""315059355"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827398","                                <Run acc=""SRR5827398"" total_spots=""758722"" total_bases=""225357486"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363605","                                <Run acc=""ERR363605"" total_spots=""2125649"" total_bases=""425129800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR352745","                                <Run acc=""ERR352745"" total_spots=""1608573"" total_bases=""321714600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR349961","                                <Run acc=""ERR349961"" total_spots=""2326715"" total_bases=""465343000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388319","                                <Run acc=""ERR388319"" total_spots=""2072492"" total_bases=""414498400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388341","                                <Run acc=""ERR388341"" total_spots=""1885835"" total_bases=""377167000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827335","                                <Run acc=""SRR5827335"" total_spots=""1746644"" total_bases=""512966416"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827385","                                <Run acc=""SRR5827385"" total_spots=""1693914"" total_bases=""488976905"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827403","                                <Run acc=""SRR5827403"" total_spots=""719953"" total_bases=""208544297"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449457","                                <Run acc=""ERR449457"" total_spots=""2064464"" total_bases=""412892800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827193","                                <Run acc=""SRR5827193"" total_spots=""623933"" total_bases=""184183525"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223632","                                <Run acc=""ERR223632"" total_spots=""2079694"" total_bases=""415938800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827076","                                <Run acc=""SRR5827076"" total_spots=""770079"" total_bases=""226992457"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350068","                                <Run acc=""ERR350068"" total_spots=""1608034"" total_bases=""321606800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223675","                                <Run acc=""ERR223675"" total_spots=""2777776"" total_bases=""555555200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223680","                                <Run acc=""ERR223680"" total_spots=""1765018"" total_bases=""353003600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363631","                                <Run acc=""ERR363631"" total_spots=""2297276"" total_bases=""459455200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR352759","                                <Run acc=""ERR352759"" total_spots=""1589360"" total_bases=""317872000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350051","                                <Run acc=""ERR350051"" total_spots=""1736476"" total_bases=""347295200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223668","                                <Run acc=""ERR223668"" total_spots=""4426501"" total_bases=""885300200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191762","                                <Run acc=""ERR191762"" total_spots=""1899634"" total_bases=""379926800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222905","                                <Run acc=""ERR222905"" total_spots=""1916455"" total_bases=""383291000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191770","                                <Run acc=""ERR191770"" total_spots=""1854169"" total_bases=""370833800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363597","                                <Run acc=""ERR363597"" total_spots=""2144263"" total_bases=""428852600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661186","                                <Run acc=""SRR1661186"" total_spots=""781165"" total_bases=""305527795"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR223642","                                <Run acc=""ERR223642"" total_spots=""1708152"" total_bases=""341630400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827118","                                <Run acc=""SRR5827118"" total_spots=""934318"" total_bases=""270604500"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"DRR124693","                                <Run acc=""DRR124693"" total_spots=""566402"" total_bases=""332024620"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191817","                                <Run acc=""ERR191817"" total_spots=""2215535"" total_bases=""443107000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
